concept_id	concept_name	concept_synonym_name
40171301	short ragweed pollen extract	
40171317	shrimp allergenic extract	
40171362	Concord grape allergenic extract	Vitis labrusca allergenic extract
40171580	allscale pollen extract	Atriplex polycarpa pollen extract
40171594	Atlantic cod allergenic extract	Gadus morhua allergenic extract
40171598	Atlantic salmon allergenic extract	
40171641	Austrian pine pollen extract	Pinus nigra pollen extract
40171783	Scotch broom pollen extract	Cytisus scoparius pollen extract
40171787	Scotch pine pollen extract	Pinus sylvestris pollen extract
40171826	wheat dextrin	
40171925	bitternut hickory pollen extract	Carya cordiformis pollen extract
40171939	black pepper allergenic extract	Piper nigrum allergenic extract
40171953	black-eyed pea allergenic extract	Vigna unguiculata allergenic extract
40171957	blackberry allergenic extract	Rubus allegheniensis allergenic extract
40171961	blue beech pollen extract	Carpinus caroliniana pollen extract
40171965	blue spruce pollen extract	Picea pungens pollen extract
40171969	blueberry allergenic extract	
40171977	annual bluegrass pollen extract	Poa annua pollen extract
40171991	cauliflower allergenic extract	
40171995	broccoli allergenic extract	
40172000	brussels sprout allergenic extract	
40172004	buckwheat allergenic extract	
40172010	bur oak pollen extract	
40172048	chesnut oak pollen extract	
40172055	basil allergenic extract	Ocimum basilicum allergenic extract
40172069	cabbage allergenic extract	Brassica oleracea allergenic extract
40172084	caraway seed allergenic extract	Carus carvi seed allergenic extract
40172100	cinnamon allergenic extract	
40172112	clove allergenic extract	
40172135	flaxseed allergenic extract	
40172147	flounder allergenic extract	
40172153	collagenase Clostridium histolyticum	
40172160	common carp allergenic extract	Cyprinus carpio allergenic extract
40172198	cranberry allergenic extract	
40172202	cucumber allergenic extract	
40172206	cultivated mushroom allergenic extract	
40172218	cumin allergenic extract	Cuminum cyminum allergenic extract
40172246	date allergenic extract	
40172250	millet seed allergenic extract	Panicum miliaceum allergenic extract
40172254	garlic allergenic extract	Allium sativum allergenic extract
40172266	loblolly pine pollen extract	
40172270	lodgepole pine pollen extract	Pinus contorta pollen extract
40172287	giant wild rye pollen extract	Leymus condensatus pollen extract
40172299	ginger allergenic extract	Zingiber officinale allergenic extract
40172305	mulberry pollen extract	
40172317	mustard greens allergenic extract	
40172321	mustard seed allergenic extract	
40172325	glycerol	
40172335	grapefruit allergenic extract	Citrus paradisi allergenic extract
40172352	groundsel pollen extract	Baccharis halimifolia pollen extract
40172365	iodoform	
40172372	maple leaf sycamore pollen extract	
40172384	oneseed juniper pollen extract	
40172396	haddock allergenic extract	Melanogrammus aeglefinus allergenic extract
40172423	herring allergenic extract	
40172441	honeydew melon allergenic extract	
40172445	hops allergenic extract	
40172449	lemon allergenic extract	
40172453	lentil allergenic extract	Lens culinaris extract
40172457	lettuce allergenic extract	Latuca sativa allergenic extract
40172466	pear allergenic extract	pyrus communis allergenic extract
40172485	raspberry allergenic extract	Rubus idaeus allergenic extract
40172492	spearmint allergenic extract	Mentha viridis allergenic extract
40172504	red bell pepper allergenic extract	
40172530	red pine pollen extract	Pinus resinosa pollen extract
40172534	redberry juniper pollen extract	Juniperus pinchotii pollen
40172539	spinach allergenic extract	Spinacia oleracea allergenic extract
40172543	spinosad	
40172566	sugar beet allergenic extract	Beta vulgaris allergenic extract
40172580	sunflower seed allergenic extract	Helianthus annuus seed allergenic extract
40172584	sweet cherry allergenic extract	Prunus avium allergenic extract
40172590	sweet potato allergenic extract	Ipomoea batatas allergenic extract
40172594	swordfish allergenic extract	Xiphias gladius allergenic extract
40172600	rice allergenic extract	
40172606	tamarack pollen extract	
40172610	tapioca starch allergenic extract	
40172632	safflower seed allergenic extract	Carthamus tinctorius seed allergenic extract
40172636	pignut hickory pollen extract	Carya glabra pollen extract
40172640	pin oak pollen extract	Quercus palustris pollen extract
40172644	pineapple allergenic extract	ananas comosus allergenic extract
40172644	pineapple allergenic extract	Acca sellowiana allergenic extract
40172670	saltbush pollen extract	
40172684	onion allergenic extract	allium cepa allergenic extract
40172688	orange pollen extract	
40172704	scallop allergenic extract	
40172710	pitch pine pollen extract	Pinus rigida pollen extract
40172722	plum allergenic extract	Prunus domestica allergenic extract
40172730	sesame seed allergenic extract	Sesamum indicum seed allergenic extract
40172774	post oak pollen extract	
40172778	slash pine pollen extract	Pinus elliottii pollen extract
40172798	paper birch pollen extract	Betula papyrifera pollen extract
40172802	paprika allergenic extract	
40172806	parsley allergenic extract	Petroselinum crispum allergenic extract
40172838	vanilla bean allergenic extract	
40172846	watermelon allergenic extract	
40172858	western white pine pollen extract	
40172876	white fish allergenic extract	
40172900	whole wheat allergenic extract	
40172908	yellow birch pollen extract	Betula alleghaniensis pollen extract
40172997	Garrys oak pollen extract	
40173046	Japanese black pine pollen extract	Pinus thunbergii pollen extract
40173184	levosimendan	
40173188	malachite green	
40173198	Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine	
40173205	Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine	
40173207	Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine	
40173209	Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine	
40173211	Mexican tea pollen extract	Chenopodium ambrosioides pollen extract
40173249	Oregon ash pollen extract	
40173337	polysorbate 20	
40173371	Dextrose	
40173428	Acacia allergenic extract	
40173499	ALLERGENIC EXTRACT, COTTON SEED	
40173511	Acremonium strictum allergenic extract	Sarocladium strictum allergenic extract
40173511	Acremonium strictum allergenic extract	Cephalosporium acrimonium allergenic extract
40173523	Acrothecium robustum allergenic extract	
40173533	American cockroach allergenic extract	Periplaneta americana allergenic extract
40173567	Alternaria alternata allergenic extract	
40173620	algal fungi allergenic extract	Phycomyces blakesleeanus allergenic extract
40173636	arabic gum allergenic extract	
40173720	broad leaved paperbark pollen extract	
40173773	Candida tropicalis allergenic extract	
40174004	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine	
40174011	Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine	
40174015	Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine	
40174018	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine	
40174020	Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine	
40174023	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine	
40174098	black olive allergenic extract	
40174102	carob allergenic extract	Ceratonia siliqua allergenic extract
40174106	casein allergenic extract	
40174114	cat flea allergenic extract	
40174124	barley (whole grain) allergenic extract	
40174128	barley allergenic extract	
40174136	beef liver allergenic extract	
40174175	dill allergenic extract	
40174183	dog flea allergenic extract	
40174196	duck allergenic extract	
40174202	cherry allergenic extract	
40174213	egg (chicken) allergenic extract	
40174229	common cocklebur pollen extract	Xanthium strumarium var. canadense pollen extract
40174240	eggplant allergenic extract	
40174246	cotton allergenic extract	
40174252	cotton fiber allergenic extract	
40174262	cricket allergenic extract	
40174268	karaya gum allergenic extract	
40174274	lamb allergenic extract	
40174332	mosquito allergenic extract	
40174345	mackerel allergenic extract	
40174351	goat milk allergenic extract	
40174373	goose allergenic extract	
40174379	green bell pepper allergenic extract	
40174386	green olive allergenic extract	
40174395	fig allergenic extract	
40174405	orange pekoe tea allergenic extract	Camellia sinensis allergenic extract
40174414	sardine allergenic extract	
40174420	pistachio nut allergenic extract	Pistacia vera allergenic extract
40174426	pumpkin allergenic extract	
40174432	oyster allergenic extract	
40174446	smelt allergenic extract	
40174452	rabbit allergenic extract	
40174466	red snapper allergenic extract	
40174472	squash allergenic extract	
40174478	Penicillium expansum allergenic extract	
40174479	perch allergenic extract	
40174505	oat allergenic extract	
40174517	white seedless grape allergenic extract	
40174533	thyme allergenic extract	
40174578	trout allergenic extract	
40174590	turkey allergenic extract	
40174596	turnip allergenic extract	
40174604	velaglucerase alfa	
40174611	venison allergenic extract	
40174671	German cockroach allergenic extract	Blatella germanica allergenic extract
40175261	Penicillium camemberti allergenic extract	
40175275	Penicillium roquefortii allergenic extract	
40175301	Pacific halibut allergenic extract	
40175309	Paecilomyces variotii allergenic extract	
40175331	Northern pike allergenic extract	
40175337	Passalora fulva extract	
40175341	Phoma destructiva allergenic extract	
40175357	Phoma glomerata allergenic extract	
40175582	Baker's yeast (Saccharomyces cerevisiae) allergenic extract	
40175609	chia seed oil	
40175625	Rhodotorula mucilaginosa allergenic extract	
40175648	Pyrethrum cinerariifolium allergenic extract	Tanacetum cinerariifolium flower allergenic extract
40175648	Pyrethrum cinerariifolium allergenic extract	Tanacetum cinerariifolium allergenic extract
40175648	Pyrethrum cinerariifolium allergenic extract	Pyrethrum cinerariifolium flower allergenic extract
40175665	Tetracoccosporium paxianum allergenic extract	
40175669	Stachybotrys chartarum allergenic extract	
40175686	Syncephalastrum racemosum allergenic extract	
40175719	Verticillium albo-atrum allergenic extract	
40175724	Trichoderma harzianam extract	
40175734	Trichoderma harzianum allergenic extract	
40175746	Trichoderma viride allergenic extract	
40175754	Trichophyton rubrum allergenic extract	
40175760	Trichophyton schoenleinii allergenic extract	
40175764	Trichothecium roseum allergenic extract	
40175775	beef liver allergenic extract	
40175783	black olive allergenic extract	Olea europaea allergenic extract
40175794	Rhizopus stolonifer allergenic extract	
40175801	barley allergenic extract	
40175802	loose barley smut allergenic extract	Ustilago nuda extract
40175806	cotton allergenic extract	Gossypium hirsutum allergenic extract
40175807	cricket allergenic extract	Acheta domesticus allergenic extract
40175808	dill allergenic extract	Anethum graveolens allergenic extract
40175829	dimethyl sulfone	
40175833	dog flea allergenic extract	Ctenocephalides canis allergenic extract
40175834	casein allergenic extract	cow milk protein allergenic extract
40175835	cat flea allergenic extract	Ctenocephalides felis allergenic extract
40175840	duck allergenic extract	Anas platyrhynchos allergenic extract
40175841	cherry allergenic extract	
40175842	eggplant allergenic extract	
40175843	lamb allergenic extract	ovis aries allergenic extract
40175853	house fly extract	house fly preparation
40175863	mackerel allergenic extract	
40175864	goat milk allergenic extract	
40175865	goose allergenic extract	Anser anser allergenic extract
40175868	green bell pepper allergenic extract	
40175869	green olive allergenic extract	
40175870	fig allergenic extract	Ficus carica allergenic extract
40175871	oat allergenic extract	
40175872	loose oat smut allergenic extract	
40175884	sardine allergenic extract	European pilchard allergenic extract
40175885	orris allergenic extract	
40175889	pumpkin allergenic extract	Cucurbita pepo allergenic extract
40175898	oyster allergenic extract	
40175899	Pacific halibut allergenic extract	Hippoglossus stenolepis allergenic extract
40175900	polidocanol	laureth-9
40175911	rabbit allergenic extract	
40175912	radish allergenic extract	Raphanus sativus extract
40175916	red currant allergenic extract	Ribes rubrum allergenic extract
40175917	smelt allergenic extract	
40175931	red snapper allergenic extract	Lutjanus campechanus allergenic extract
40175932	mosquito allergenic extract	Aedes taeniorhynchus allergenic extract
40175933	perch allergenic extract	
40175934	tea leaf extract	
40175938	venison allergenic extract	
40175939	loose wheat smut allergenic extract	wheat loose smut allergenic extract
40175939	loose wheat smut allergenic extract	Ustilago tritici extract
40175951	white catfish allergenic extract	Ameiurus cattus allergenic extract
40175955	Phanerodontia chrysosporium allergenic extract	Sporotrichum pruinosum extract
40175959	thyme allergenic extract	Thymus vulgaris allergenic extract
40175970	squash allergenic extract	Cucurbita maxima allergenic extract
40175971	Stemphylium sarciniforme allergenic extract	
40175983	trout allergenic extract	
40175984	turkey allergenic extract	Meleagris gallopavo allergenic extract
40175985	turnip allergenic extract	Brassica rapa allergenic extract
40175995	Echinacea pallida root extract	
40176004	English sole allergenic extract	Parophrys vetulus allergenic extract
40176021	hawthorn flower extract	Crataegus laevigata flower extract
40176125	Penicillium italicum allergenic extract	
40176129	Penicillium roquefortii allergenic extract	
40176150	northern pike allergenic extract	Esox lucius allergenic extract
40176152	Passalora fulva allergenic extract	
40176157	Phoma glomerata allergenic extract	
40176165	Pleospora herbarum allergenic extract	
40176280	Cupric Sulfate	
40180818	sodium chlorite	
40181642	benzenesulfonic acid	
40182120	heme iron polypeptide	
40182289	hydrocotisone	
40183759	heptanoic acid	
40187702	North American coral snake antivenin	
40213138	sipuleucel T	
40220372	nylon 612 (MW14000)	
40220398	Madhuca longifolia var. latifolia seed butter extract	
40220399	Mirabilis jalapa seed extract	
40220400	Porphyra tenera extract	
40220402	Shorea robusta seed butter extract	
40220403	stearamidopropyl propylene glycol-dimonium chloride	
40220404	cherimoya extract	
40220424	Cullen corylifolium whole extract	
40220427	Nigella sativa seed extract	
40220428	PEG-10 beta-sitosterol	
40220514	Callicarpa japonica fruit extract	
40220515	long-(ARG3)insulin-like growth factor-I	
40220613	isostearyl myristate	
40220649	Pinus sylvestris sprout extract	
40220650	Fumaria officials whole extract	
40220651	Ailanthus altissima whole extract	
40220652	Cynara scolymus whole extract	
40220655	Datura stramonium flowering top extract	
40220656	Viburnum opulus bark extract	European cranberrybush bark extract
40220662	Pulmonaria officinalis whole extract	
40220663	Clematis hexapetala root extract	
40220664	Helichrysum arenarium whole extract	
40220665	polyvinyl alcohol (18000 MW)	
40220666	polyethylene oxide 200000	
40220681	Erysimum cheiri extract	
40220702	Impatiens glandulifera whole extract	
40220703	Magnolia kobus flowering top extract	
40220733	Clematis vitalba whole extract	
40220734	Acer pseudoplatanus pollen extract	sycamore maple pollen extract
40220735	5.alpha.-hydroxy laxogenin	
40220736	Pinus massoniana pollen extract	Chinese red pine pollen extract
40220737	Pinus tabuliformis pollen extract	southern Chinese pine pollen extract
40220740	lifitegrast	
40220741	Veronica officinalis leaf extract	
40220747	Sanicula europaea top extract	
40220748	eteplirsen	
40220798	methyl soyate	
40220808	Rhus chinensis gall extract	
40220809	polyamide-8 (4500 MW)	
40220811	Zostera marina seed extract	
40220812	5-bromo-2-acetylsalicylic acid	
40220813	isostearamidopropyl ethyldimonium ethosulfate	
40220838	4-terpineol, (+)-	
40220839	dilinoleic acid/propanediol copolymer	
40220840	equol, (-)-	
40220842	Podocarpus elatus whole extract	
40220850	Wolfiporia extensa whole extract	Wolfiporia cocos whole extract
40220865	Ligusticum lucidum fruit extract	
40220879	hydroxypropyl cellulose, unspecified	
40220889	Issatchenkia orientalis whole extract	
40220890	Kluyveromyces marxianus	
40220898	PEG-3 cocamine	
40220901	influenza A virus (H5N1) antigen	
40220919	stearic acid D7	
40220920	diisopropyl paraoxon	
40220969	polysaccharide-K	
40220972	Sus scrofa rectal mucosa preparation	
40221000	CJC-1295	
40221017	Fagus sylvatica whole extract	
40221022	Citrus nobilis whole extract	
40221029	silicon disulfide	
40221030	opopanax resin	
40221052	ibutamoren	
40221068	Melaleuca cajuputi leaf oil	
40221069	methoxy PEG-10	
40221186	cocoyl proline	
40221187	Rubus chingii var. suavissimus leaf extract	
40221250	Caesalpinia sappan wood extract	Biancaea sappan wood extract
40221252	propylene glycol dipropionate	
40221257	stearyl caprylate	
40221258	Tinospora cordifolia stem extract	
40221308	3-hexen-1-ol, (3Z)-	
40221309	allyl hexanoate	
40221310	geranyl acetate	
40221311	Bacopa monniera whole extract	
40221312	Grevillea buxifolia flower extract	
40221313	hexyl acetate	
40221314	Telopea speciosissima flower extract	
40221315	Thysanotus tuberosus flower extract	
40221316	Sus scrofa adrenal cortex preparation	porcine adrenal cortex preparation
40221320	disodium n-ethyl-n-4-((4-(ethyl((3-sulfophenyl)methyl)amino)phenyl)(2-sulfophenyl)methylene-2,5-cyclohexadien-1-ylidene)-3-sulfobenzenemethanaminium	
40221321	isolan	
40221322	PEG-15 hydroxystearate	
40221323	1,1'-((1-methyl-1,2-ethanediyl)2-propenoic acid, bis(oxy(1-methyl-2,1-ethanediyl))) ester	
40221324	1-(2,4-dichlorophenyl)ethanol	
40221981	American basswood pollen extract	Tilia americana pollen extract
40222115	calcium amino acid chelate	
40222116	Canada goldenrod pollen extract	Solidago canadensis pollen extract
40222285	Cladosoprium cladosporioides allergenic extract	
40222289	Cladosporium cladosporioides allergenic extract	
40222391	tylosin	
40222408	black imported fire ant allergenic extract	Solenopsis richteri allergenic extract
40222427	bald cypress pollen extract	
40222431	cabazitaxel	
40222440	dendryphiella vinosa allergenic extract	
40222444	denosumab	
40222461	cochliobolus spicifer allergenic extract	
40222465	epidermophyton floccosum allergenic extract	
40222500	rough cocklebur pollen extract	
40222506	orbifloxacin	
40222935	Lichtheimia corymbifera allergenic extract	Mycocladus corymbiferus allergenic extract
40223116	Curvularia inequalis allergenic extract	Curvularia inaequalis allergenic extract
40223294	Aspergillus flavus allergenic extract	
40223300	Aspergillus terreus extract	
40223464	citicoline	
40223750	Eurotium herbariorum allergenic extract	
40223799	Geotrichum candidum allergenic extract	
40223846	Fusarium compactum allergenic extract	
40224069	Puccinia graminis allergenic extract	wheat stem rust extract
40224069	Puccinia graminis allergenic extract	Puccinia graminis extract
40224095	sipuleucel-T	
40224137	aminopentamide	
40224159	alcaftadine	
40224189	Apiospora montagnei allergenic extract	
40224195	amprolium	
40224210	Aspergillus niger var. niger allergenic extract	
40224216	Aspergillus repens allergenic extract	
40224234	microcrystalline cellulose	
40224678	trichlorfon	metrifonate
40224705	autologous cultured chondrocytes	
40224712	barley malt allergenic extract	
40224726	doconexent	
40224734	cayenne pepper allergenic extract	Capsicum annuum allergenic extract
40224770	eprinomectin	
40224861	mango blossom pollen extract	
40224992	Indian wormwood sage pollen extract	Artemisia dracunculus pollen extract
40224997	Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain	
40225011	Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1)	
40225012	Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain	
40225028	influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain	
40225031	Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain	
40225038	influenza virus vaccine, live attenuated, A-Perth-16-2009 (H3N2) strain	
40225716	resveratrol	
40225722	ulipristal	
40225727	tall oat grass pollen extract	Arrhenatherum elatius pollen extract
40226208	pegloticase	PEG-uricase
40226409	bay leaf allergenic extract	Laurus nobilis fruit allergenic extract
40226409	bay leaf allergenic extract	Laurus nobilis allergenic extract
40226438	chickpea allergenic extract	Cicer arietinum allergenic extract
40226473	coffee fruit preparation	
40226492	didecyldimethylammonium chloride	didecyldimonium chloride
40226521	chocolate allergenic extract	
40226579	fingolimod	
40226622	horseradish allergenic extract	Armoracia rusticana allergenic extract
40226650	licorice allergenic extract	
40226656	lime allergenic extract	
40226665	poppy seed allergenic extract	
40226671	papaya allergenic extract	Carica papaya allergenic extract
40226681	parsnip allergenic extract	
40226690	macadamia nut allergenic extract	
40226696	peppermint allergenic extract	
40226703	navy kidney bean allergenic extract	
40226707	nectarine allergenic extract	
40226715	mango allergenic extract	Mangifera indica allergenic extract
40226721	kiwi fruit allergenic extract	Actinidia chinensis fruit allergenic extract
40226727	melarsomine	
40226736	okra allergenic extract	
40226742	olmesartan	
40226747	oregano allergenic extract	Origanum vulgare allergenic extract
40226753	oxibendazole	
40226762	leek allergenic extract	
40227355	red kidney bean allergenic extract	
40227359	sour cherry allergenic extract	Prunus cerasus allergenic exract
40227367	rhubarb allergenic extract	
40227384	sulphur	
40227386	tangerine allergenic extract	Citrus reticulata allergenic extract
40227394	sage leaf allergenic extract	Salvia officinalis allergenic extract
40227400	veal allergenic extract	
40227434	wasabi preparation	
40227438	watercress allergenic extract	Nasturtium officinale allergenic extract
40227472	wheat bran allergenic extract	
40227484	white kidney bean allergenic extract	Phaseolus vulgaris (white) allergenic extract
40227488	white pepper allergenic extract	
40227558	Lichtheimia ramosa extract	
40227684	Bermuda grass smut allergenic extract	Ustilago cynodontis allergenic extract
40227749	California black oak pollen extract	
40227802	Canadian bluegrass pollen extract	Poa compressa pollen extract
40228108	balsam poplar pollen extract	Populus balsamifera pollen extract
40228117	bitter dock pollen extract	Rumex obtusifolius pollen extract
40228147	cultivated rye grass pollen extract	Secale cereale pollen extract
40228152	dabigatran etexilate	
40228194	cedar elm pollen extract	
40228237	burr oak pollen extract	
40228279	jack pine pollen extract	Pinus banksiana pollen extract
40228312	longleaf pine pollen extract	
40228383	Humicola grisea allergenic extract	
40228445	Italian rye grass pollen extract	Lolium multiflorum pollen extract
40228461	Jerusalem oak pollen extract	Dysphania botrys pollen
40228461	Jerusalem oak pollen extract	Chenopodium botrys pollen extract
40228508	Microsporum audouinii allergenic extract	
40228512	microsporum canis allergenic extract	
40228735	scrub pine pollen extract	Pinus virginiana pollen extract
40228755	white sweet clover pollen extract	Melilotus albus pollen extract
40228759	water oak pollen extract	
40228767	western black willow pollen extract	Salix lucida ssp. lasiandra pollen extract
40228782	yellow sweet clover pollen extract	Melilotus officinalis pollen extract
40228792	white (mexican) dock pollen extract	Rumex salicifolius var. mexicanus pollen extract
40228820	redwood pollen extract	Sequoia sempervirens pollen extract
40228827	sugarcane allergenic extract	Saccharum officinarum allergenic extract
40230159	corn starch	cornstarch
40230597	ceftaroline	
40230712	eribulin	
40230721	phytase	
40230761	lurasidone	
40230797	ellagic acid	
40231415	moxidectin	
40231459	panthenol	
40231471	nicotinamide adenine dinucleotide (NAD)	
40231617	selamectin	
40231628	tesamorelin	
40234201	butylscopolamine	
40234351	polysulfated glycosaminoglycan	
40234834	vilazodone	
40235242	6-O-palmitoylascorbic acid	ascorbyl palmitate
40235485	azilsartan	
40236567	pregna-4,17-diene-3,16-dione	
40236897	roflumilast	
40236978	broomweed pollen extract	Amphiachyris dracunculoides pollen extract
40236987	belimumab	
40236995	creeping bentgrass pollen extract	Agrostis stolonifera pollen extract
40237042	dodecylbenzenesulfonic acid	
40237343	romifidine	
40237613	adenovirus type 4 vaccine live	
40237617	adenovirus type 7 vaccine live	
40237944	Sudan grass pollen extract	Sorghum bicor ssp. drummondii pollen extract
40238052	vandetanib	
40238058	xylazine	
40238082	cultivated barley pollen extract	Hordeum vulgare pollen extract
40238118	grain sorghum pollen extract	SORGHUM BICOLOR SSP. BICOLOR POLLEN
40238118	grain sorghum pollen extract	SORGHUM BICOLOR SUBSP. BICOLOR POLLEN
40238145	orris root allergenic extract	Iris germanica var. florentina allergenic extract
40238149	osage orange pollen extract	Maclura pomifera pollen extract
40238160	littleseed canary grass pollen extract	Phalaris minor pollen extract
40238188	ipilimumab	
40238197	narrowleaf marshelder pollen extract	Iva angusifolia pollen extract
40238211	largemouth bass allergenic extract	
40238230	Douglas fir pollen extract	Pseudotsuga menziesii pollen extract
40238446	Pacific salmon allergenic extract	pink salmon allergenic extract
40238453	Neurospora sitophila allergenic extract	
40238501	smooth sumac pollen extract	Rhus glabra pollen extract
40238635	Trichophyton tonsurans allergenic extract	
40238770	boceprevir	
40238930	rilpivirine	
40239056	abiraterone	
40239116	ferrous bisglycinate	
40239216	linagliptin	
40239290	pimobendan	
40239330	telaprevir	
40239665	belatacept	
40239960	Valproate sodium	
40239985	fidaxomicin	
40239995	ezogabine	retigabine
40240027	gamithromycin	
40240306	valley oak pollen extract	California white oak pollen extract
40240664	indacaterol	
40240922	Influenza Virus Vaccine, Inactivated A-Christchurch-16-2010 NIB-74 (H1N1) (A-California-7-2009) strain	
40241153	tolu balsam	
40241181	turmeric extract	Curcuma longa extract
40241186	ticagrelor	
40241205	azficel-T	
40241232	blue gum pollen extract	
40241252	bronopol	
40241331	rivaroxaban	
40241606	American house dust mite allergenic extract	Dermatophagoides farinae allergenic extract
40241654	ascorbate manganese	manganese ascorbate
40241715	Centruroides (scorpion) immune F(ab')2 (equine)	
40241937	vemurafenib	
40241969	brentuximab vedotin	
40242044	icatibant	
40242103	European house dust mite allergenic extract	Dermatophagoides pteronyssinus allergenic extract
40242242	Lactobacillus sp	
40242456	weakleaf bur ragweed pollen extract	Ambrosia confertiflora pollen extract
40242460	toceranib	
40242566	Bifidobacterium lactis	
40242573	Bifidobacterium longum	
40242671	astaxanthine	
40242675	crizotinib	
40244066	Colletotrichum coccodes allergenic extract	
40244145	parakeet feather allergenic extract	Melopsittacus undulatus feather allergenic extract
40244145	parakeet feather allergenic extract	budgerigar feather allergenic extract
40244266	aflibercept	
40244281	astaxanthin	
40244304	gliocladium allergenic extract	Myrothecium verrucaria allergenic extract
40244309	gonadotropin releasing factor analog-diphtheria toxoid conjugate	
40244381	Hypomyces perniciosus allergenic extract	
40244406	Microascus brevicaulis allergenic extract	
40244419	Neurospora crassa allergenic extract	
40244464	ruxolitinib	
42543789	palmidrol	palmitoylethanolamide
42543790	cetyl tallowate	
42543791	Eleutherococcus senticosus whole extract	Siberian ginseng whole extract
42543800	Androctonus australis whole extract	
42543801	Bufo bufo whole extract	
42543802	PPG-30 cetyl ether	
42543805	QS-21	
42543806	Proteus rettgeri	Providencia rettgeri
42543809	Cannabis sativa pollen extract	marijuana pollen extract
42543810	Albuca bracteata whole extract	
42543811	lactobacillic acid	phytomonic acid
42543812	chicken fat preparation	
42543815	Ulex europaeus whole extract	common gorse whole extract
42543816	Malus pumila whole extract	paradise apple whole extract
42543821	isosorbide dicaprylate	
42543841	glyceryl lactopalmitate/stearate	
42543842	hydrogenated palm/palm kernel oil peg-6 esters	
42543843	PEG-20 glyceryl laurate	
42543844	PEG-30 glyceryl laurate	
42543845	Rosa alba flower oil extract	
42543861	allyl pentaerythritol	
42543866	Carpinus betulus whole extract	European hornbeam whole extract
42543867	Pterocarpus soyauxii wood extract	barwood wood extract
42543879	Calluna vulgaris whole extract	heather whole extract
42543880	Ilex aquifolium whole extract	English holly whole extract
42543890	stearyl phosphate	
42543894	Lithospermum officinale seed oil	
42543898	solvent brown 1	
42543929	Hottonia palustris whole extract	
42543938	Tanacetum vulgare flower extract	tansy flower extract
42543941	laureth-20	
42543944	rabacfosadine	
42543980	polyisobutylene (2600000 MW)	
42543993	propylene glycol hydroxystearate	
42544010	Quercus garryana whole extract	Oregon oak whole extract
42544011	Quercus kelloggii whole extract	California black oak whole extract
42544012	Quercus velutina whole extract	black oak whole extract
42544013	Quercus agrifolia whole extract	California live oak whole extract
42544014	Artemisia mongolica leaf extract	
42544015	Alnus serrulata pollen extract	hazel alder pollen extract
42544016	tocol acetate	
42544017	bisabolol oxide A	
42544018	Bombyx mori whole preparation	
42544019	ibalizumab	
42544020	enoxolone dipotassium	
42544021	Harpagophytum procumbens whole extract	devils claw whole extract
42544022	hydroxymethoxyphenyl propylmethylmethoxybenzofuran	
42544051	tamarind juice	
42544052	Michelia alba leaf oil	
42628962	pimavanserin	
42628986	acacia decurrens flower extract	
42629006	acrylic acid/ethylene copolymer (600 mPa.s)	
42629007	Lupinus albus seed oil	
42629009	glucose pentaacetate	
42629027	Arachis hypogaea whole extract	
42629028	cyclotetrapeptide-24 aminocyclohexane carboxylate	
42629069	N-(3,4-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-N,N'-bis (hydroxymethyl) urea	
42629070	polyglyceryl-4 caprate	
42629073	beta tocopherol	
42629079	atezolizumab	
42629212	trimethylenediaminetetraacetic acid	propanediaminetetraacetic acid
42629258	fibroblast growth factor 7	
42629260	methyl oleoyl taurate	
42629267	acetylated lanolin	
42629339	Phlebodium aureum root extract	
42629340	steareth-22	
42629341	steareth-3	
42629364	corn oil PEG-6 esters	
42629399	allyl methacrylate-glycol dimethacrylate crosspolymer (low allyl methacrylate)	
42629423	C11-15 pareth-20	
42629424	polyvinyl alcohol (MW 94000)	
42629425	silica, trimethylsilyl capped	
42629530	octadecane	
42629577	Caesalpinia sappan bark extract	
42629578	Cuscuta australis seed extract	
42629579	Laburnum anagyroides flowering top extract	
42709314	pyrethrum extract	pyrethrum
42709315	pale dock pollen extract	Rumex altissimus pollen extract
42709316	tragacanth allergenic extract	
42709317	broadleaf cattail pollen extract	Typha latinfolia pollen extract
42709318	tocopherol	
42709319	glucarpidase	
42709320	ingenol mebutate	
